structure_name,reaction,energy_ts,energy_first,energy_last,e_affinity,en_pauling,ion_pot,d_radius,d_filling,d_center,d_width,d_skewness,d_kurtosis,sp_filling,d_density,sp_density,work_func,n_coord
"Cu+Zn1_111_HCO[s]=CO[s]+H[s]_top[Zn.9]_3fh[Cu.9,Cu.9,Zn.9]-3fh[Cu.9,Cu.9,Zn.9]-00",HCO[s]=CO[s]+H[s],0.39456999810795423,0.015416507488453135,-0.5151446604475041,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Pd_111_HCO[s]=CO[s]+H[s]_top[Pd.9]_3fh[Pd.9,Pd.9,Pd.9]_3fh[Pd.9,Pd.9,Pd.9]-00",HCO[s]=CO[s]+H[s],-0.45295562770184006,-0.7734888585807767,-1.4549636811468645,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.287273833446603,-1.515964252512883,1.5045430005999791,1.506322231608673,10.157575179368859,0.009154134410888894,2.2091666666666665,0.001381272222222222,5.431491029400675,9.0
"Pd+Rh1_111_HCO[s]=CO[s]+H[s]_top[Rh.9]_3fh[Pd.9,Pd.9,Rh.9]-3fh[Pd.9,Pd.9,Rh.9]-00",HCO[s]=CO[s]+H[s],-1.137428056322051,-1.3475234776094567,-1.955094902744122,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.693896230950752,-1.4448900541568679,1.622134784206295,1.2274447206267445,8.352424887217765,0.011495667531875002,3.8192500000000003,0.0018236125000000002,5.439038525191307,9.0
"Cu_100_HCO[ss]=CO[s]+H[s]_brg[Cu.8,Cu.8]-brg[Cu.8,Cu.8]_brg[Cu.8,Cu.8]_brg[Cu.8,Cu.8]-00",HCO[ss]=CO[s]+H[s],0.27556291556834367,0.1536405414183264,-0.42833776084148667,1.235,1.9000000000000001,7.72638,1.18,9.426671157181223,-2.2026123316604815,1.4309933698045048,3.4962289279061567,23.07847506594366,0.8113498030844446,0.10492166666666665,0.2588393333333333,4.784031224920167,9.0
"Cu+Zn1_100_HCO[ss]=CO[s]+H[s]_brg[Cu.8,Zn.8]-brg[Cu.8,Cu.8]_brg[Cu.8,Cu.8]-brg[Cu.8,Zn.8]-00",HCO[ss]=CO[s]+H[s],0.22221050763187122,-0.16255696361326955,-0.28135383820767856,0.6175,1.775,8.5602895,1.1949999999999998,9.25687974035922,-4.679083900768277,1.2061942587919428,6.366670466378215,64.94358991170806,1.0093940838888749,0.05694424999999999,0.323020415625,4.746688688055812,8.0
"Cu+Zn1_100_HCO[ss]=CO[s]+H[s]_top[Zn.8]-top[Cu.8]_4fh[Cu.8,Cu.8,Cu.8,Zn.8]-4fh[Cu.8,Cu.8,Cu.8,Zn.8]-00",HCO[ss]=CO[s]+H[s],0.23418120355495375,0.07533338968210046,-0.367509569394997,0.6175,1.775,8.5602895,1.1949999999999998,9.25687974035922,-4.679083900768277,1.2061942587919428,6.366670466378215,64.94358991170806,1.0093940838888749,0.05694424999999999,0.323020415625,4.746688688055812,8.0
"Pd_100_HCO[ss]=CO[s]+H[s]_brg[Pd.8,Pd.8]-brg[Pd.8,Pd.8]_brg[Pd.8,Pd.8]_brg[Pd.8,Pd.8]-00",HCO[ss]=CO[s]+H[s],-0.7801895258060085,-0.7796704686668363,-1.5644938550365168,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.148879053457225,-1.4667224610166432,1.4312186382676646,1.460336410847331,10.191348387455058,0.008103447449999997,2.299833333333334,0.0010565944444444445,5.34502139937185,8.0
"Pd+Rh1_100_HCO[ss]=CO[s]+H[s]_brg[Pd.8,Rh.8]-brg[Pd.8,Pd.8]_brg[Pd.8,Pd.8]-brg[Pd.8,Rh.8]-00",HCO[ss]=CO[s]+H[s],-1.1463972005556116,-1.1461282160278188,-2.102154881188426,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.698793981550558,-1.3988379838402656,1.5689712028907699,1.0870575457287381,8.042556221140135,0.010915942581249997,2.8072812499999995,0.001411753125,5.34778024492512,8.0
"Rh+Pt1_111_HCO[ss]=CO[s]+H[s]_top[Pt.9]-top[Rh.9]_brg[Pt.9,Rh.9]-brg[Pt.9,Rh.9]-00",HCO[ss]=CO[s]+H[s],-0.5405191398428997,-0.8737013103934714,-1.6241314123660686,1.6325000000000003,2.24,8.208865,1.275,8.584515524305262,-2.0083802739073384,1.8079290282882154,0.5586178703022063,3.9439583271129246,0.6229296584760625,1.3784,0.11404823124999999,5.324816391980125,8.0
"Cu_111_HCO[ss]=CO[s]+H[s]_brg[Cu.9,Cu.9]-top[Cu.9]_3fh[Cu.9,Cu.9,Cu.9]_3fh[Cu.9,Cu.9,Cu.9]-00",HCO[ss]=CO[s]+H[s],0.5090439362058987,0.5091598567044002,-0.3098072856853378,1.235,1.9000000000000001,7.72638,1.18,9.620286738422221,-2.278896074335635,1.5201788097891833,3.5865293857318727,22.7305842468166,0.8961955947777778,0.13006500000000001,0.21907765,4.950431811220809,9.0
"Cu_111_HCO[ss]=CO[s]+H[s]_top[Cu.9]-top[Cu.9]_brg[Cu.9,Cu.9]_brg[Cu.9,Cu.9]-00",HCO[ss]=CO[s]+H[s],0.4614886414885859,0.1343548812831159,-0.30783146708995446,1.235,1.9000000000000001,7.72638,1.18,9.620286738422221,-2.278896074335635,1.5201788097891833,3.5865293857318727,22.7305842468166,0.8961955947777778,0.13006500000000001,0.21907765,4.950431811220809,9.0
"Cu+Zn1_111_HCO[ss]=CO[s]+H[s]_brg[Cu.9,Cu.9]-top[Cu.9]_3fh[Cu.9,Cu.9,Cu.9]-3fh[Cu.9,Cu.9,Zn.9]-00",HCO[ss]=CO[s]+H[s],0.3868723057923944,-0.012327947381663762,-0.5163006000263977,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Cu+Zn1_111_HCO[ss]=CO[s]+H[s]_top[Zn.9]-top[Cu.9]_brg[Cu.9,Zn.9]-brg[Cu.9,Zn.9]-00",HCO[ss]=CO[s]+H[s],0.2411505831944396,0.08357054768862326,-0.6591932911003369,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Pd_111_HCO[ss]=CO[s]+H[s]_brg[Pd.9,Pd.9]-top[Pd.9]_3fh[Pd.9,Pd.9,Pd.9]_3fh[Pd.9,Pd.9,Pd.9]-00",HCO[ss]=CO[s]+H[s],-0.40893822104840183,-0.8098976901935657,-1.2093335939541703,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.287273833446603,-1.515964252512883,1.5045430005999791,1.506322231608673,10.157575179368859,0.009154134410888894,2.2091666666666665,0.001381272222222222,5.431491029400675,9.0
"Pd+Rh1_111_HCO[ss]=CO[s]+H[s]_top[Rh.9]-top[Pd.9]_brg[Pd.9,Rh.9]-brg[Pd.9,Rh.9]-00",HCO[ss]=CO[s]+H[s],-1.1535967885035916,-1.3460026333675614,-1.9995480997065442,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.693896230950752,-1.4448900541568679,1.622134784206295,1.2274447206267445,8.352424887217765,0.011495667531875002,3.8192500000000003,0.0018236125000000002,5.439038525191307,9.0
"Rh_100_H2O[s]=OH[s]+H[s]_top[Rh.8]_brg[Rh.8,Rh.8]_brg[Rh.8,Rh.8]-00",H2O[s]=OH[s]+H[s],0.5235841691126097,-0.18578136952169189,-0.4628863202062803,1.1370000000000002,2.28,7.4589,1.25,8.133667078266665,-1.5266091359964202,1.7229202145403166,0.3420610242073742,4.103753548034622,0.016344376855555558,2.870277777777778,0.002960722222222222,5.315359645609029,9.0
"Rh+Pt1_100_H2O[s]=OH[s]+H[s]_top[Pt.8]_brg[Pt.8,Rh.8]-brg[Pt.8,Rh.8]-00",H2O[s]=OH[s]+H[s],0.5642713105505663,-0.3175256926745078,-0.4279964280406148,1.6325000000000003,2.24,8.208865,1.275,8.587235934191375,-1.8529239448504797,1.74150468751305,0.5144884636112637,4.179551258046242,0.5857152686481245,2.149025,0.22282536875000003,5.3479136673461785,8.0
"Cu_100_H2O[s]=OH[s]+H[s]_top[Cu.8]_brg[Cu.8,Cu.8]_brg[Cu.8,Cu.8]-00",H2O[s]=OH[s]+H[s],0.787158531284831,-0.19013900053437283,-0.024250785308367995,1.235,1.9000000000000001,7.72638,1.18,9.426671157181223,-2.2026123316604815,1.4309933698045048,3.4962289279061567,23.07847506594366,0.8113498030844446,0.10492166666666665,0.2588393333333333,4.784031224920167,8.0
"Cu+Zn1_100_H2O[s]=OH[s]+H[s]_top[Zn.8]_brg[Cu.8,Zn.8]-brg[Cu.8,Zn.8]-00",H2O[s]=OH[s]+H[s],0.7269801476966222,-0.1966989848999674,-0.2450941589897866,0.6175,1.775,8.5602895,1.1949999999999998,9.25687974035922,-4.679083900768277,1.2061942587919428,6.366670466378215,64.94358991170806,1.0093940838888749,0.05694424999999999,0.323020415625,4.746688688055812,8.0
"Co_100_H2O[s]=OH[s]+H[s]_top[Co.8]_brg[Co.8,Co.8]_brg[Co.8,Co.8]-00",H2O[s]=OH[s]+H[s],0.7102675960074976,-0.3555786361077935,-0.6556347564012412,0.66225646,1.8799999999999994,7.881010000000002,1.16,7.593102060784645,-1.466255522778333,1.74735345525792,0.5083365776578999,3.572352410921682,0.8677791509903333,1.0887022222222222,0.19196534444444444,4.682568563774651,8.0
"Pd_100_H2O[s]=OH[s]+H[s]_top[Pd.8]_brg[Pd.8,Pd.8]_brg[Pd.8,Pd.8]-00",H2O[s]=OH[s]+H[s],0.9620433742481964,-0.2722488071206044,0.30811966967553417,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.148879053457225,-1.4667224610166432,1.4312186382676646,1.460336410847331,10.191348387455058,0.008103447449999997,2.299833333333334,0.0010565944444444445,5.34502139937185,8.0
"Pd+Rh1_100_H2O[s]=OH[s]+H[s]_top[Rh.8]_brg[Pd.8,Rh.8]-brg[Pd.8,Rh.8]-00",H2O[s]=OH[s]+H[s],0.6670416324511734,-0.34717004637536775,-0.13678604835627084,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.698793981550558,-1.3988379838402656,1.5689712028907699,1.0870575457287381,8.042556221140135,0.010915942581249997,2.8072812499999995,0.001411753125,5.34778024492512,8.0
"Rh_111_H2O[s]=OH[s]+H[s]_top[Rh.9]_top[Rh.9]_3fh[Rh.9,Rh.9,Rh.9]-00",H2O[s]=OH[s]+H[s],0.7745353063680795,-0.29155623636802375,0.06541711921704518,1.1370000000000002,2.28,7.4589,1.25,8.102456548712,-1.6372249195839284,1.7876468211963943,0.3973169492841298,3.8556451785132717,0.01785117386666666,1.7307777777777777,0.0010648444444444445,5.349883978813531,8.0
"Rh_111_H2O[s]=OH[s]+H[s]_top[Rh.9]_top[Rh.9]_brg[Rh.9,Rh.9]-00",H2O[s]=OH[s]+H[s],0.7746513629197125,-0.29429315736092576,0.06558909515547384,1.1370000000000002,2.28,7.4589,1.25,8.102456548712,-1.6372249195839284,1.7876468211963943,0.3973169492841298,3.8556451785132717,0.01785117386666666,1.7307777777777777,0.0010648444444444445,5.349883978813531,9.0
"Rh+Pt1_111_H2O[s]=OH[s]+H[s]_top[Pt.9]_top[Pt.9]-3fh[Pt.9,Rh.9,Rh.9]-00",H2O[s]=OH[s]+H[s],1.0591195780241378,-0.17832422582182517,0.47713787433417565,1.6325000000000003,2.24,8.208865,1.275,8.584515524305262,-2.0083802739073384,1.8079290282882154,0.5586178703022063,3.9439583271129246,0.6229296584760625,1.3784,0.11404823124999999,5.324816391980125,9.0
"Rh+Pt1_111_H2O[s]=OH[s]+H[s]_top[Rh.9]_top[Rh.9]-brg[Pt.9,Rh.9]-00",H2O[s]=OH[s]+H[s],0.7103681420801422,-0.3289639978804644,0.19481119514489365,1.6325000000000003,2.24,8.208865,1.275,8.584515524305262,-2.0083802739073384,1.8079290282882154,0.5586178703022063,3.9439583271129246,0.6229296584760625,1.3784,0.11404823124999999,5.324816391980125,9.0
"Cu_111_H2O[s]=OH[s]+H[s]_top[Cu.9]_top[Cu.9]_3fh[Cu.9,Cu.9,Cu.9]-00",H2O[s]=OH[s]+H[s],1.1603100069794436,-0.19541569602483833,0.33363809729303284,1.235,1.9000000000000001,7.72638,1.18,9.620286738422221,-2.278896074335635,1.5201788097891833,3.5865293857318727,22.7305842468166,0.8961955947777778,0.13006500000000001,0.21907765,4.950431811220809,9.0
"Cu+Zn1_111_H2O[s]=OH[s]+H[s]_top[Zn.9]_top[Zn.9]-3fh[Cu.9,Cu.9,Zn.9]-00",H2O[s]=OH[s]+H[s],0.9316787352170195,-0.2237926795326075,0.02779697283654059,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Co_111_H2O[s]=OH[s]+H[s]_top[Co.9]_top[Co.9]_3fh[Co.9,Co.9,Co.9]-00",H2O[s]=OH[s]+H[s],0.8407324398892797,-0.2793792781424145,-0.42540127837605723,0.66225646,1.8799999999999994,7.881010000000002,1.16,7.653387345585129,-1.3874542404290704,1.8127411630821326,0.5488292843765561,3.649827211186801,0.9087996434714439,0.5073933333333334,0.1842982166666667,5.21440879851486,9.0
"Co_111_H2O[s]=OH[s]+H[s]_top[Co.9]_top[Co.9]_brg[Co.9,Co.9]-00",H2O[s]=OH[s]+H[s],0.8419890615939494,-0.2691189537556511,-0.42649789714528197,0.66225646,1.8799999999999994,7.881010000000002,1.16,7.653387345585129,-1.3874542404290704,1.8127411630821326,0.5488292843765561,3.649827211186801,0.9087996434714439,0.5073933333333334,0.1842982166666667,5.21440879851486,9.0
"Pd_111_H2O[s]=OH[s]+H[s]_top[Pd.9]_top[Pd.9]_3fh[Pd.9,Pd.9,Pd.9]-00",H2O[s]=OH[s]+H[s],1.2613064187560212,-0.27772183275124007,0.8044855160139832,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.287273833446603,-1.515964252512883,1.5045430005999791,1.506322231608673,10.157575179368859,0.009154134410888894,2.2091666666666665,0.001381272222222222,5.431491029400675,9.0
"Pd_111_H2O[s]=OH[s]+H[s]_top[Pd.9]_top[Pd.9]_brg[Pd.9,Pd.9]-00",H2O[s]=OH[s]+H[s],1.2613518617679347,-0.275622338432413,0.8034165168089658,0.5620000000000002,2.1999999999999997,8.33686,1.28,9.287273833446603,-1.515964252512883,1.5045430005999791,1.506322231608673,10.157575179368859,0.009154134410888894,2.2091666666666665,0.001381272222222222,5.431491029400675,9.0
"Pd+Rh1_111_H2O[s]=OH[s]+H[s]_top[Rh.9]_top[Rh.9]-3fh[Pd.9,Pd.9,Rh.9]-00",H2O[s]=OH[s]+H[s],0.6680360724737966,-0.4085940310590104,0.1877024932207405,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.693896230950752,-1.4448900541568679,1.622134784206295,1.2274447206267445,8.352424887217765,0.011495667531875002,3.8192500000000003,0.0018236125000000002,5.439038525191307,9.0
"Pd+Rh1_111_H2O[s]=OH[s]+H[s]_top[Pd.9]_top[Pd.9]-brg[Pd.9,Rh.9]-00",H2O[s]=OH[s]+H[s],0.9755086554384889,-0.26642951662256564,0.9483009451093949,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.693896230950752,-1.4448900541568679,1.622134784206295,1.2274447206267445,8.352424887217765,0.011495667531875002,3.8192500000000003,0.0018236125000000002,5.439038525191307,9.0
"Rh+Pt1_100_OH[s]=O[s]+H[s]_4fh[Pt.8,Rh.8,Rh.8,Rh.8]_4fh[Pt.8,Rh.8,Rh.8,Rh.8]-4fh[Pt.8,Rh.8,Rh.8,Rh.8]-00",OH[s]=O[s]+H[s],0.9733032748210917,-0.1029415155260267,0.43845209615597014,1.6325000000000003,2.24,8.208865,1.275,8.587235934191375,-1.8529239448504797,1.74150468751305,0.5144884636112637,4.179551258046242,0.5857152686481245,2.149025,0.22282536875000003,5.3479136673461785,9.0
"Cu_100_OH[s]=O[s]+H[s]_4fh[Cu.8,Cu.8,Cu.8,Cu.8]_4fh[Cu.8,Cu.8,Cu.8,Cu.8]_4fh[Cu.8,Cu.8,Cu.8,Cu.8]-00",OH[s]=O[s]+H[s],1.3689433265847128,-0.36961185290215326,0.4589935616697858,1.235,1.9000000000000001,7.72638,1.18,9.426671157181223,-2.2026123316604815,1.4309933698045048,3.4962289279061567,23.07847506594366,0.8113498030844446,0.10492166666666665,0.2588393333333333,4.784031224920167,8.0
"Cu+Zn1_100_OH[s]=O[s]+H[s]_4fh[Cu.8,Cu.8,Cu.8,Zn.8]_4fh[Cu.8,Cu.8,Cu.8,Zn.8]-4fh[Cu.8,Cu.8,Cu.8,Zn.8]-00",OH[s]=O[s]+H[s],1.128731842256684,-0.262468389495325,0.6017118277688951,0.6175,1.775,8.5602895,1.1949999999999998,9.25687974035922,-4.679083900768277,1.2061942587919428,6.366670466378215,64.94358991170806,1.0093940838888749,0.05694424999999999,0.323020415625,4.746688688055812,8.0
"Co_100_OH[s]=O[s]+H[s]_4fh[Co.8,Co.8,Co.8,Co.8]_4fh[Co.8,Co.8,Co.8,Co.8]_4fh[Co.8,Co.8,Co.8,Co.8]-00",OH[s]=O[s]+H[s],0.8057525800998064,-0.3683552311829317,0.28501866737701675,0.66225646,1.8799999999999994,7.881010000000002,1.16,7.593102060784645,-1.466255522778333,1.74735345525792,0.5083365776578999,3.572352410921682,0.8677791509903333,1.0887022222222222,0.19196534444444444,4.682568563774651,8.0
"Pd+Rh1_100_OH[s]=O[s]+H[s]_4fh[Pd.8,Pd.8,Pd.8,Rh.8]_4fh[Pd.8,Pd.8,Pd.8,Rh.8]-4fh[Pd.8,Pd.8,Pd.8,Rh.8]-00",OH[s]=O[s]+H[s],1.1093059074430585,0.015387187219175757,0.7447969033257777,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.698793981550558,-1.3988379838402656,1.5689712028907699,1.0870575457287381,8.042556221140135,0.010915942581249997,2.8072812499999995,0.001411753125,5.34778024492512,8.0
"Rh_111_OH[s]=O[s]+H[s]_brg[Rh.9,Rh.9]_3fh[Rh.9,Rh.9,Rh.9]_3fh[Rh.9,Rh.9,Rh.9]-00",OH[s]=O[s]+H[s],1.5075657351937934,0.29850585373992544,0.7670471076801277,1.1370000000000002,2.28,7.4589,1.25,8.102456548712,-1.6372249195839284,1.7876468211963943,0.3973169492841298,3.8556451785132717,0.01785117386666666,1.7307777777777777,0.0010648444444444445,5.349883978813531,8.0
"Rh_111_OH[s]=O[s]+H[s]_3fh[Rh.9,Rh.9,Rh.9]_3fh[Rh.9,Rh.9,Rh.9]_3fh[Rh.9,Rh.9,Rh.9]-00",OH[s]=O[s]+H[s],1.3076379835422358,0.31479295544181696,0.5280759182371639,1.1370000000000002,2.28,7.4589,1.25,8.102456548712,-1.6372249195839284,1.7876468211963943,0.3973169492841298,3.8556451785132717,0.01785117386666666,1.7307777777777777,0.0010648444444444445,5.349883978813531,9.0
"Rh+Pt1_111_OH[s]=O[s]+H[s]_brg[Pt.9,Rh.9]_3fh[Pt.9,Rh.9,Rh.9]-3fh[Pt.9,Rh.9,Rh.9]-00",OH[s]=O[s]+H[s],1.9892869589696147,0.657857348220432,1.2252250421390727,1.6325000000000003,2.24,8.208865,1.275,8.584515524305262,-2.0083802739073384,1.8079290282882154,0.5586178703022063,3.9439583271129246,0.6229296584760625,1.3784,0.11404823124999999,5.324816391980125,9.0
"Rh+Pt1_111_OH[s]=O[s]+H[s]_3fh[Pt.9,Rh.9,Rh.9]_3fh[Pt.9,Rh.9,Rh.9]-3fh[Pt.9,Rh.9,Rh.9]-00",OH[s]=O[s]+H[s],1.8785624774484404,0.6592198222081151,0.9188898950180828,1.6325000000000003,2.24,8.208865,1.275,8.584515524305262,-2.0083802739073384,1.8079290282882154,0.5586178703022063,3.9439583271129246,0.6229296584760625,1.3784,0.11404823124999999,5.324816391980125,9.0
"Cu_111_OH[s]=O[s]+H[s]_brg[Cu.9,Cu.9]_3fh[Cu.9,Cu.9,Cu.9]_3fh[Cu.9,Cu.9,Cu.9]-00",OH[s]=O[s]+H[s],1.7868712704969312,0.011180851508697742,1.5426086913960262,1.235,1.9000000000000001,7.72638,1.18,9.620286738422221,-2.278896074335635,1.5201788097891833,3.5865293857318727,22.7305842468166,0.8961955947777778,0.13006500000000001,0.21907765,4.950431811220809,9.0
"Cu+Zn1_111_OH[s]=O[s]+H[s]_brg[Cu.9,Zn.9]_3fh[Cu.9,Cu.9,Zn.9]-3fh[Cu.9,Cu.9,Zn.9]-00",OH[s]=O[s]+H[s],1.4970032283765704,-0.11668680184607183,0.8245810889950462,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Cu+Zn1_111_OH[s]=O[s]+H[s]_3fh[Cu.9,Cu.9,Zn.9]_3fh[Cu.9,Cu.9,Zn.9]-3fh[Cu.9,Cu.9,Zn.9]-00",OH[s]=O[s]+H[s],1.471599632803418,-0.24924365692800166,0.7415579323007933,0.6175,1.775,8.5602895,1.1949999999999998,9.634473783026081,-4.7033234513722775,1.2760983311138072,6.218634036119928,61.16864265047881,1.0892753124928873,0.0379179375,0.18326509375,4.922073978003959,9.0
"Co_111_OH[s]=O[s]+H[s]_brg[Co.9,Co.9]_3fh[Co.9,Co.9,Co.9]_3fh[Co.9,Co.9,Co.9]-00",OH[s]=O[s]+H[s],0.9348667869364817,-0.16653247875888155,0.44157446638769215,0.66225646,1.8799999999999994,7.881010000000002,1.16,7.653387345585129,-1.3874542404290704,1.8127411630821326,0.5488292843765561,3.649827211186801,0.9087996434714439,0.5073933333333334,0.1842982166666667,5.21440879851486,9.0
"Pd+Rh1_111_OH[s]=O[s]+H[s]_3fh[Pd.9,Pd.9,Rh.9]_3fh[Pd.9,Pd.9,Rh.9]-3fh[Pd.9,Pd.9,Rh.9]-00",OH[s]=O[s]+H[s],1.5925052535842497,0.3238573395158255,0.7002883311890855,0.8495000000000001,2.2399999999999998,7.89788,1.2650000000000001,8.693896230950752,-1.4448900541568679,1.622134784206295,1.2274447206267445,8.352424887217765,0.011495667531875002,3.8192500000000003,0.0018236125000000002,5.439038525191307,9.0
